CD_NOM	PLUS_RECENTE_DIFFUSION	CD_NOM_REMPLACEMENT	CD_RAISON_SUPPRESSION	RAISON_SUPPRESSION
619844	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
619948	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620059	9.0	111500	1	cd_nom de remplacement à utiliser.
620102	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620141	7.0	113393	1	cd_nom de remplacement à utiliser.
620280	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620285	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620286	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620288	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620306	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620332	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620377	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620497	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620499	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620500	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620604	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620619	9.0	121150	1	cd_nom de remplacement à utiliser.
620671	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620673	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620722	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620723	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620771	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620772	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
620904	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621073	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621074	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621189	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621207	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621255	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621737	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621738	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
621776	8.0	106405	1	cd_nom de remplacement à utiliser.
621782	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
622822	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
622890	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
622914	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
624549	5.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
625834	9.0	676628	1	cd_nom de remplacement à utiliser.
626015	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
627046	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
627765	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
628333	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629037	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629039	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629042	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629444	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629710	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
629880	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
630002	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
630371	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
630531	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
630957	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
631355	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
631446	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
631745	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
631791	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
632069	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
632469	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
632625	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
633208	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
633368	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
633369	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
633584	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
633784	9.0	710663	1	cd_nom de remplacement à utiliser.
634001	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
634073	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
634364	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
634579	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
634767	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635066	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635178	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635284	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635290	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635612	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
635945	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636097	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636116	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636335	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636409	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636506	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
636953	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
637542	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
637548	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
637912	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
637964	7.0	629362	1	cd_nom de remplacement à utiliser.
637971	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
638033	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
638034	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
638967	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
641317	12.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
641667	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
642477	7.0	54180	1	cd_nom de remplacement à utiliser.
642523	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
642645	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
642728	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
643076	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
643459	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
644080	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
644185	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
644193	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
644987	7.0	258242	1	cd_nom de remplacement à utiliser.
645334	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
645628	7.0	528806	1	cd_nom de remplacement à utiliser.
645709	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646307	5.0	608355	1	cd_nom de remplacement à utiliser.
646525	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646593	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646601	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646626	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646748	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646796	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646891	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646914	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646953	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
646971	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
647010	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
647178	5.0	53668	1	cd_nom de remplacement à utiliser.
647417	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
647598	5.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
648421	9.0	645045	1	cd_nom de remplacement à utiliser.
648539	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
648795	9.0	73070	1	cd_nom de remplacement à utiliser.
649730	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
651420	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
653736	9.0	697014	1	cd_nom de remplacement à utiliser.
653826	9.0	698188	1	cd_nom de remplacement à utiliser.
653980	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
655580	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
655878	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656502	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656552	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656602	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656625	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656645	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656657	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656669	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656692	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656745	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656855	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
656943	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657020	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657104	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657186	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657210	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657249	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657262	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657264	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657285	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657291	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657299	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657307	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657321	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657345	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657347	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657370	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657378	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657458	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657510	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
657556	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
657597	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
657841	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
657971	8.0	670206	1	cd_nom de remplacement à utiliser.
658247	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
658574	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
659329	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
444220	8.0	654833	1	cd_nom de remplacement à utiliser.
444224	7.0	654831	1	cd_nom de remplacement à utiliser.
444336	3.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
444962	9.0	538722	1	cd_nom de remplacement à utiliser.
445464	6.0	91053	1	cd_nom de remplacement à utiliser.
445752	6.0	81023	1	cd_nom de remplacement à utiliser.
445839	7.0	97409	1	cd_nom de remplacement à utiliser.
445968	6.0	91817	1	cd_nom de remplacement à utiliser.
446102	6.0	143239	1	cd_nom de remplacement à utiliser.
446608	5.0	133108	1	cd_nom de remplacement à utiliser.
446683	5.0	87779	1	cd_nom de remplacement à utiliser.
446753	5.0	92550	1	cd_nom de remplacement à utiliser.
446790	6.0	82863	1	cd_nom de remplacement à utiliser.
447080	7.0	629352	1	cd_nom de remplacement à utiliser.
447333	5.0	79687	1	cd_nom de remplacement à utiliser.
447340	5.0	79707	1	cd_nom de remplacement à utiliser.
447476	7.0	706048	1	cd_nom de remplacement à utiliser.
452462	7.0	160342	1	cd_nom de remplacement à utiliser.
452559	5.0	446949	1	cd_nom de remplacement à utiliser.
452604	6.0	96746	1	cd_nom de remplacement à utiliser.
452630	5.0	128774	1	cd_nom de remplacement à utiliser.
452665	6.0	621318	1	cd_nom de remplacement à utiliser.
452721	5.0	90123	1	cd_nom de remplacement à utiliser.
452788	5.0	160176	1	cd_nom de remplacement à utiliser.
452801	6.0	123740	1	cd_nom de remplacement à utiliser.
452812	6.0	93544	1	cd_nom de remplacement à utiliser.
452863	8.0	455967	1	cd_nom de remplacement à utiliser.
453177	6.0	161825	1	cd_nom de remplacement à utiliser.
453277	6.0	111786	1	cd_nom de remplacement à utiliser.
453315	6.0	111903	1	cd_nom de remplacement à utiliser.
453406	9.0	149999	1	cd_nom de remplacement à utiliser.
453419	6.0	108423	1	cd_nom de remplacement à utiliser.
453573	5.0	160292	1	cd_nom de remplacement à utiliser.
453675	6.0	124070	1	cd_nom de remplacement à utiliser.
453779	6.0	637316	1	cd_nom de remplacement à utiliser.
453880	9.0	632745	1	cd_nom de remplacement à utiliser.
454005	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
454118	9.0	446293	1	cd_nom de remplacement à utiliser.
454135	5.0	103820	1	cd_nom de remplacement à utiliser.
454156	9.0	635360	1	cd_nom de remplacement à utiliser.
454169	5.0	145821	1	cd_nom de remplacement à utiliser.
454237	6.0	126450	1	cd_nom de remplacement à utiliser.
454912	6.0	132214	1	cd_nom de remplacement à utiliser.
454915	6.0	123745	1	cd_nom de remplacement à utiliser.
454974	6.0	112260	1	cd_nom de remplacement à utiliser.
454995	6.0	111877	1	cd_nom de remplacement à utiliser.
455021	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
455107	8.0	93528	1	cd_nom de remplacement à utiliser.
455174	6.0	99999	1	cd_nom de remplacement à utiliser.
659521	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
659805	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
660641	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
660649	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
660885	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
663221	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
664556	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
667690	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
668819	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
669207	8.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
669352	9.0	74776	1	cd_nom de remplacement à utiliser.
669683	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
669718	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
670121	8.0	74958	1	cd_nom de remplacement à utiliser.
670131	7.0	529058	1	cd_nom de remplacement à utiliser.
670160	9.0	657960	1	cd_nom de remplacement à utiliser.
670197	9.0	76257	1	cd_nom de remplacement à utiliser.
670212	9.0	648671	1	cd_nom de remplacement à utiliser.
670683	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
672286	7.0	673150	1	cd_nom de remplacement à utiliser.
674124	9.0	701783	1	cd_nom de remplacement à utiliser.
676923	9.0	74093	1	cd_nom de remplacement à utiliser.
677618	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
678715	9.0	76102	1	cd_nom de remplacement à utiliser.
678908	9.0	76227	1	cd_nom de remplacement à utiliser.
679021	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679022	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679171	9.0	75630	1	cd_nom de remplacement à utiliser.
679263	9.0	73459	1	cd_nom de remplacement à utiliser.
679431	9.0	72404	1	cd_nom de remplacement à utiliser.
679678	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679683	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679743	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679785	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679786	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679788	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
455315	5.0	94490	1	cd_nom de remplacement à utiliser.
455457	6.0	160868	1	cd_nom de remplacement à utiliser.
455579	6.0	101232	1	cd_nom de remplacement à utiliser.
455742	7.0	124261	1	cd_nom de remplacement à utiliser.
455841	6.0	154235	1	cd_nom de remplacement à utiliser.
455909	5.0	448631	1	cd_nom de remplacement à utiliser.
455932	6.0	107015	1	cd_nom de remplacement à utiliser.
456010	6.0	621119	1	cd_nom de remplacement à utiliser.
456057	4.0	459654	1	cd_nom de remplacement à utiliser.
456180	5.0	432944	1	cd_nom de remplacement à utiliser.
456314	8.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
456388	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
456546	5.0	442563	1	cd_nom de remplacement à utiliser.
456569	4.0	456086	1	cd_nom de remplacement à utiliser.
457105	7.0	549595	1	cd_nom de remplacement à utiliser.
457205	5.0	457109	1	cd_nom de remplacement à utiliser.
457263	9.0	1151	1	cd_nom de remplacement à utiliser.
457267	9.0	233282	1	cd_nom de remplacement à utiliser.
457271	9.0	233287	1	cd_nom de remplacement à utiliser.
457303	9.0	1417	1	cd_nom de remplacement à utiliser.
457306	9.0	233689	1	cd_nom de remplacement à utiliser.
457318	9.0	234071	1	cd_nom de remplacement à utiliser.
457337	8.0	303901	1	cd_nom de remplacement à utiliser.
457353	9.0	233257	1	cd_nom de remplacement à utiliser.
457364	9.0	1737	1	cd_nom de remplacement à utiliser.
457376	9.0	302883	1	cd_nom de remplacement à utiliser.
457409	9.0	234017	1	cd_nom de remplacement à utiliser.
457625	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
457636	3.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
458574	3.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
459448	5.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
459624	4.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
459648	5.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
460443	7.0	684190	1	cd_nom de remplacement à utiliser.
461140	9.0	418907	1	cd_nom de remplacement à utiliser.
461163	9.0	419042	1	cd_nom de remplacement à utiliser.
461240	9.0	424651	1	cd_nom de remplacement à utiliser.
463303	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
463996	9.0	520493	1	cd_nom de remplacement à utiliser.
469101	7.0	469100	1	cd_nom de remplacement à utiliser.
470104	7.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
471827	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
510393	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679789	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679793	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679838	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679864	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679865	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679929	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
679930	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
680007	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
680008	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
680033	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
680104	9.0	680103	1	cd_nom de remplacement à utiliser.
681383	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
681493	9.0	74073	1	cd_nom de remplacement à utiliser.
681683	9.0	545095	1	cd_nom de remplacement à utiliser.
681713	9.0	76250	1	cd_nom de remplacement à utiliser.
681822	9.0	547274	1	cd_nom de remplacement à utiliser.
681937	9.0	75855	1	cd_nom de remplacement à utiliser.
681978	9.0	76222	1	cd_nom de remplacement à utiliser.
682038	7.0	653287	1	cd_nom de remplacement à utiliser.
682320	9.0	75054	1	cd_nom de remplacement à utiliser.
682492	9.0	74880	1	cd_nom de remplacement à utiliser.
683341	9.0	535665	1	cd_nom de remplacement à utiliser.
684358	7.0	652735	1	cd_nom de remplacement à utiliser.
684393	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684462	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684463	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684465	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684466	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684468	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684470	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684471	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684472	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684476	9.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684508	9.0	370509	1	cd_nom de remplacement à utiliser.
684791	9.0	7344	1	cd_nom de remplacement à utiliser.
684809	6.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
684910	9.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
