CD_NOM	PLUS_RECENTE_DIFFUSION	CD_NOM_REMPLACEMENT	CD_RAISON_SUPPRESSION	RAISON_SUPPRESSION
22531	7.0	52359	1	cd_nom de remplacement à utiliser.
22532	7.0	216507	1	cd_nom de remplacement à utiliser.
22547	7.0	216533	1	cd_nom de remplacement à utiliser.
22568	7.0	216491	1	cd_nom de remplacement à utiliser.
22712	5.0	283775	1	cd_nom de remplacement à utiliser.
22926	7.0	225220	1	cd_nom de remplacement à utiliser.
22995	7.0	399011	1	cd_nom de remplacement à utiliser.
23415	7.0	225393	1	cd_nom de remplacement à utiliser.
23703	3.0	23696	1	cd_nom de remplacement à utiliser.
24449	7.0	217414	1	cd_nom de remplacement à utiliser.
24514	7.0	217619	1	cd_nom de remplacement à utiliser.
24518	7.0	217622	1	cd_nom de remplacement à utiliser.
24901	7.0	227430	1	cd_nom de remplacement à utiliser.
25380	7.0	224445	1	cd_nom de remplacement à utiliser.
25384	7.0	224472	1	cd_nom de remplacement à utiliser.
25412	7.0	224302	1	cd_nom de remplacement à utiliser.
25449	7.0	224320	1	cd_nom de remplacement à utiliser.
25451	7.0	224321	1	cd_nom de remplacement à utiliser.
25469	7.0	224374	1	cd_nom de remplacement à utiliser.
25487	7.0	224377	1	cd_nom de remplacement à utiliser.
25533	7.0	224208	1	cd_nom de remplacement à utiliser.
25572	7.0	224251	1	cd_nom de remplacement à utiliser.
25596	7.0	224262	1	cd_nom de remplacement à utiliser.
25603	7.0	224266	1	cd_nom de remplacement à utiliser.
25606	7.0	224275	1	cd_nom de remplacement à utiliser.
26213	7.0	225659	1	cd_nom de remplacement à utiliser.
26219	8.0	225665	1	cd_nom de remplacement à utiliser.
26731	9.0	217076	1	cd_nom de remplacement à utiliser.
27013	5.0	26991	1	cd_nom de remplacement à utiliser.
27639	7.0	226390	1	cd_nom de remplacement à utiliser.
27640	7.0	226404	1	cd_nom de remplacement à utiliser.
27641	7.0	226406	1	cd_nom de remplacement à utiliser.
27647	7.0	226393	1	cd_nom de remplacement à utiliser.
27648	7.0	226388	1	cd_nom de remplacement à utiliser.
28314	8.0	226664	1	cd_nom de remplacement à utiliser.
28489	7.0	220872	1	cd_nom de remplacement à utiliser.
28494	7.0	220857	1	cd_nom de remplacement à utiliser.
28527	7.0	221591	1	cd_nom de remplacement à utiliser.
28537	9.0	240675	1	cd_nom de remplacement à utiliser.
28884	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
28918	7.0	215845	1	cd_nom de remplacement à utiliser.
28963	7.0	405279	1	cd_nom de remplacement à utiliser.
29096	7.0	235505	1	cd_nom de remplacement à utiliser.
29115	7.0	405290	1	cd_nom de remplacement à utiliser.
29118	7.0			
29339	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29352	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
29375	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29440	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29453	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29455	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
29462	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29601	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29615	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29734	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
29881	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
30089	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30150	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30343	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
30438	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30511	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30523	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
30615	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30650	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30657	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30660	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30670	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30715	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30723	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30727	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30734	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30754	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30766	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30770	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30839	9.0	509547	1	cd_nom de remplacement à utiliser.
30846	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30934	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
30981	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31007	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31051	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
31066	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31175	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31247	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31349	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31387	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31400	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31514	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31555	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31659	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31746	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31748	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31782	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31882	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31893	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31921	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
31953	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32001	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32006	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32041	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32043	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32083	5.0	461802	1	cd_nom de remplacement à utiliser.
32127	9.0	59221	1	cd_nom de remplacement à utiliser.
32141	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32161	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32189	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32587	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32589	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
32689	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32755	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32775	9.0	509895	1	cd_nom de remplacement à utiliser.
32803	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32822	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
32876	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33072	9.0	33591	1	cd_nom de remplacement à utiliser.
33113	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
33139	9.0	34188	1	cd_nom de remplacement à utiliser.
33186	9.0	519989	1	cd_nom de remplacement à utiliser.
33265	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33273	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33348	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33359	7.0	470280	1	cd_nom de remplacement à utiliser.
33375	7.0	33377	1	cd_nom de remplacement à utiliser.
33403	9.0	519976	1	cd_nom de remplacement à utiliser.
33409	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33520	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33837	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33894	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
33916	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
33977	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34075	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34118	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34128	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34144	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34169	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34200	9.0	513269	1	cd_nom de remplacement à utiliser.
34215	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34224	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34249	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34310	7.0	509489	1	cd_nom de remplacement à utiliser.
34318	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34356	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34430	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34493	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34514	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34516	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34561	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34570	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34612	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34648	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34730	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34801	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34842	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34857	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34905	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34932	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34938	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
34985	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35036	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35042	7.0	469453	1	cd_nom de remplacement à utiliser.
35053	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35074	7.0	521007	1	cd_nom de remplacement à utiliser.
35154	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35380	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35400	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35498	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35512	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
35549	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35552	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35637	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35655	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35671	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35697	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35709	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
35710	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35790	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35849	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35898	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
35957	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
35997	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36116	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36151	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
36178	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36270	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36328	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36468	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36548	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36604	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36620	9.0	36633	1	cd_nom de remplacement à utiliser.
36657	9.0	36652	1	cd_nom de remplacement à utiliser.
36666	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36669	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36671	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36758	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36779	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
36852	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37011	9.0	464670	1	cd_nom de remplacement à utiliser.
37092	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37104	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37107	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37141	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
37180	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37261	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37339	9.0	462419	1	cd_nom de remplacement à utiliser.
37364	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37401	9.0	465210	1	cd_nom de remplacement à utiliser.
37428	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
37436	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37450	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37480	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
37486	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37506	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37525	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37561	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37619	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
37693	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37731	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37740	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37798	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37838	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37843	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37849	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37854	5.0	520997	1	cd_nom de remplacement à utiliser.
37857	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37894	9.0	37896	1	cd_nom de remplacement à utiliser.
37904	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
37960	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
38126	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
38237	2.0		3	cd_nom à supprimer : enregistrement ambigü à revoir dans les données.
38329	2.0		2	cd_nom non diffusé mais toujours existant : taxon diffusé à tort, non présent et jamais mentionné en France
